station_name,hour,day_of_week_num,actual_rides,predicted_rides
Southport Ave & Irving Park Rd,17,4,1,1.2671923335572124
Leavitt St & Belmont Ave,19,4,1,1.239053641702542
Campbell Ave & Fullerton Ave,9,4,1,1.134959834764876
Canal St & Madison St,17,6,1,1.2281812242548829
Dayton St & North Ave,7,2,1,1.1612236360444508
Larrabee St & Division St,19,4,1,1.259504190134459
Ashland Ave & Augusta Blvd,19,5,1,1.2934989219002653
Aberdeen St & Monroe St,5,4,1,1.2453107893317337
Kingsbury St & Kinzie St,17,3,3,5.267969048495364
Sedgwick St & North Ave,9,6,2,2.06221343149934
Millennium Park,17,0,1,1.7580808058636692
Damen Ave & Pierce Ave,15,6,1,1.7311320062378264
Dayton St & North Ave,15,0,1,1.2071585786474006
Leavitt St & Division St,19,0,1,1.1805392635627725
Morgan St & Lake St,15,6,1,1.2731385873777847
Franklin St & Jackson Blvd,8,0,1,1.3364859754287601
Columbus Dr & Randolph St,11,0,1,1.3660902132868853
May St & Taylor St,15,1,2,1.2736092103626202
Halsted St & Maxwell St,20,5,1,1.1366551620090057
Clinton St & Madison St,6,0,3,2.7082710381287836
Central Park Ave & Elbridge Ave,11,2,1,1.1461231191412358
Lincoln Ave & Diversey Pkwy,21,3,2,1.1976093102993106
Clinton St & Lake St,11,4,1,1.2694160483070636
Southport Ave & Clybourn Ave,12,2,1,1.1760187130552842
Damen Ave & Cullerton St,19,5,1,1.2314323412467694
Clark St & North Ave,7,4,1,1.2085404630307481
Western Ave & Walton St,13,6,1,1.1747234106737705
Paulina Ave & North Ave,15,5,1,1.4144126813156441
Canal St & Monroe St,19,1,1,1.222736495082406
Clark St & North Ave,1,6,1,1.12887527116782
Wabash Ave & Roosevelt Rd,21,2,1,1.491108950896349
Milwaukee Ave & Wabansia Ave,1,5,1,1.455554197441611
Ashland Ave & Blackhawk St,17,4,1,1.5773197567250654
Broadway & Waveland Ave,13,1,3,1.9457594513329814
Lake Park Ave & 56th St,19,2,1,1.2615118373022203
Rhodes Ave & 32nd St,7,3,1,1.1447495573048285
Ashland Ave & Chicago Ave,7,3,1,1.5580469213234138
Clark St & Chicago Ave,18,0,1,1.3399533367596432
Michigan Ave & 18th St,10,0,1,1.122729567666584
Wells St & Huron St,5,0,1,1.832816777498204
Kedzie Ave & Milwaukee Ave,2,5,4,1.42737785814813
Wabash Ave & Roosevelt Rd,17,3,1,1.4770592555293858
Ashland Ave & Wellington Ave,8,0,1,1.1519188582368605
Sheffield Ave & Kingsbury St,18,6,1,1.1666139405747793
Wells St & Walton St,8,5,2,1.1763400844895942
Halsted St & Polk St,21,4,2,1.4371008797610927
Western Ave & Division St,13,2,1,1.093183607447416
Vincennes Ave & 75th St,14,2,1,1.1151238744036696
Morgan St & 31st St,5,0,1,1.0397060773604536
Ellis Ave & 55th St,16,1,3,2.5476526086572524
Rush St & Cedar St,15,5,2,1.4240097484576177
Clark St & Elm St,11,2,2,1.4003493860800373
Dearborn St & Van Buren St,20,4,1,1.133053571767223
Stetson Ave & South Water St,16,1,3,2.9656364005511104
Racine Ave & Congress Pkwy,15,6,1,1.2632488713590364
Racine Ave & Randolph St,10,4,1,1.0869703822341419
Fairbanks St & Superior St,17,0,4,2.2260559147566883
LaSalle Dr & Huron St,6,3,2,1.5499106958199205
Clark St & Elm St,18,0,6,2.5019232878118327
Ashland Ave & Grand Ave,21,3,1,1.1756281376103435
Wilton Ave & Belmont Ave,17,1,5,2.8997558618973134
Clark St & Bryn Mawr Ave,5,0,1,1.0744234312429064
Millennium Park,18,1,2,1.7624063982022893
Wacker Dr & Washington St,9,6,1,1.1357116051894471
Wells St & Polk St,12,0,4,1.1898392037244134
N Southport Ave & W Newport Ave,18,3,1,1.1443039834649906
Broadway & Sheridan Rd,10,2,1,1.380775330782088
Desplaines St & Kinzie St,13,6,1,1.8081873147921916
Sedgwick St & Webster Ave,17,3,1,1.5252490627052233
Sheffield Ave & Wrightwood Ave,0,0,1,1.0470047105109164
Broadway & Argyle St,9,3,1,1.1266622441713334
Rush St & Cedar St,16,4,1,1.453213388299533
Paulina Ave & North Ave,14,2,1,1.1151238744036696
Broadway & Barry Ave,14,1,3,1.8603942458321756
Racine Ave & Belmont Ave,23,3,2,1.1145068750904585
Halsted St & Maxwell St,10,0,1,1.2332631300078842
Western Ave & Fillmore St,13,5,1,1.2475388414308812
Clinton St & Lake St,0,3,1,1.0762950297764073
Larrabee St & Menomonee St,15,5,1,1.4301241018994357
Clarendon Ave & Gordon Ter,16,6,1,1.27596040034643
Wabash Ave & Adams St,14,4,1,1.376026515670161
Washtenaw Ave & Lawrence Ave,5,3,1,1.0347923292002061
Dayton St & North Ave,20,4,1,1.1422319535242986
Sheffield Ave & Webster Ave,20,6,4,1.1176874041037872
University Library (NU),15,4,1,1.3236908633882039
Stetson Ave & South Water St,19,3,2,1.247022224903533
Elston Ave & Cortland St,15,3,2,1.3353064717135374
Blackstone Ave & Hyde Park Blvd,13,4,1,1.1899800583005267
Paulina Ave & North Ave,7,5,1,1.101113467393728
Green St & Madison St,11,3,1,1.7390887935593824
Dearborn St & Erie St,17,3,5,2.6510810563705296
Orleans St & Chestnut St (NEXT Apts),18,3,2,1.8041085278720328
Cottage Grove Ave & 63rd St,19,4,1,1.2245085856834352
Damen Ave & Chicago Ave,8,6,1,1.227495918943956
Halsted St & Polk St,13,6,1,1.7572641947083982
California Ave & Milwaukee Ave,12,0,1,1.1750410610735558
Damen Ave & Division St,5,0,1,1.0397060773604536
900 W Harrison St,8,3,1,1.257527283180665
University Ave & 57th St,21,0,2,1.7392629746414578
Ashland Ave & Blackhawk St,14,5,3,1.2838712520280198
Clark St & Randolph St,16,0,3,1.8999862795320752
May St & 69th St,8,0,1,1.1435549647867602
Leavitt St & North Ave,15,5,1,1.4144126813156441
W Oakdale Ave & N Broadway,5,2,1,1.0554071296956662
Broadway & Barry Ave,18,5,1,1.5587230946408395
Calumet Ave & 18th St,12,3,1,1.165923278299039
Wells St & Hubbard St,15,0,1,1.3379541699679223
McClurg Ct & Erie St,15,0,1,1.5640396782840913
Orleans St & Hubbard St,15,2,1,1.2415411180475604
Wabash Ave & Roosevelt Rd,10,2,2,1.847096996680973
Halsted St & Willow St,19,4,1,1.2373131472391357
Dearborn Pkwy & Delaware Pl,10,2,1,1.3103174209261672
Wells St & Hubbard St,20,1,4,1.2175219000270472
Rush St & Cedar St,7,1,2,1.665799197226927
Clark St & Lunt Ave,17,0,2,1.2189956961077717
Michigan Ave & Washington St,15,1,1,1.3375066258435149
Ravenswood Ave & Lawrence Ave,13,2,3,1.3535629475065776
Financial Pl & Ida B Wells Dr,17,3,5,1.2850848800716341
Franklin St & Illinois St,20,1,2,1.2315993153162281
California Ave & Milwaukee Ave,20,4,1,1.1732374457895176
Clinton St & Washington Blvd,11,6,1,1.3518685795198957
Calumet Ave & 18th St,15,3,1,1.3353064717135374
Clark St & Randolph St,15,5,2,1.4241331941361568
Larrabee St & Webster Ave,15,0,1,1.3777682691867565
Canal St & Adams St,7,3,3,3.203352207733785
Halsted St & Clybourn Ave,14,4,1,2.061025877545228
Winchester (Ravenswood) Ave & Balmoral Ave,11,1,1,1.1183786141429592
DuSable Lake Shore Dr & Diversey Pkwy,11,2,1,1.206606698660363
Sedgwick St & Huron St,19,4,2,1.2355307048102686
Emerald Ave & 31st St,17,0,3,1.2153593324714083
Jefferson St & Monroe St,11,3,1,1.2103246516309603
State St & 95th St,5,1,1,1.041498830114872
Broadway & Thorndale Ave,14,4,2,1.1215215276596984
Canal St & Madison St,8,2,3,2.3721527786219707
State St & Randolph St,22,2,1,1.2619408839484612
Federal St & Polk St,8,6,1,1.8432980259913723
Wells St & Hubbard St,10,4,2,1.46850777158645
Wells St & Huron St,0,3,1,1.653313986513646
Sheridan Rd & Irving Park Rd,11,0,2,1.232322045624874
DuSable Lake Shore Dr & Monroe St,18,1,1,1.5614449425137078
Southport Ave & Roscoe St,19,2,1,1.3088563010093694
Logan Blvd & Elston Ave,19,1,1,1.2520806593881773
Carpenter St & Huron St,16,1,4,1.3050638271804873
Field Blvd & South Water St,14,6,2,1.2318602817140571
Clark St & Leland Ave,12,5,1,1.1902281219970883
Loomis St & Jackson Blvd,15,4,2,1.402778056108461
Halsted St & Clybourn Ave,22,5,2,1.1389015699163114
Dearborn St & Erie St,5,3,1,1.0695802379776262
Franklin St & Chicago Ave,0,3,1,1.0756053746039935
Wells St & Evergreen Ave,11,3,1,1.2679909318846803
Wilton Ave & Belmont Ave,12,6,1,1.5793064415806115
Pulaski Rd & 51st St,12,2,1,1.137574523924115
Dearborn St & Erie St,8,1,2,2.2650181123056514
Kedzie Ave & Leland Ave,21,5,1,1.1397547827093293
Greenview Ave & Fullerton Ave,15,1,1,1.2453500120445984
Bissell St & Armitage Ave,16,5,1,1.3665205387852737
Wentworth Ave & 63rd St,20,5,1,1.12723311544022
Clark St & Elm St,21,1,1,1.768877269789034
Artesian Ave & Hubbard St,17,0,1,1.434596019729585
Pine Grove Ave & Irving Park Rd,15,3,1,1.3387836160381394
Ravenswood Ave & Irving Park Rd,19,1,1,1.222736495082406
Western Ave & Fillmore St,14,5,2,1.2521877511716506
Lincoln Ave & Belmont Ave,3,5,1,1.1817235137557156
Sedgwick St & Huron St,8,3,1,1.6143928499208082
Michigan Ave & Oak St,19,2,1,1.2447293842707992
Michigan Ave & Washington St,18,3,4,1.8008953767029834
Cityfront Plaza Dr & Pioneer Ct,15,6,1,1.2632488713590364
Wabash Ave & Roosevelt Rd,5,1,1,1.089968907886329
Morgan St & Polk St,7,5,1,1.2646072144082954
Paulina St & Howard St,22,2,1,1.087342052316055
Clark St & Chicago Ave,5,2,1,1.0907425733961031
Dearborn St & Monroe St,0,3,1,1.0762950297764073
Wilton Ave & Belmont Ave,15,1,2,1.3232866976438686
Rush St & Cedar St,18,4,2,1.6757234060901798
Ellis Ave & 60th St,20,0,1,1.3954340384644561
Sheffield Ave & Willow St,15,0,1,1.2063751568792451
Wabash Ave & Wacker Pl,11,5,1,1.1940091843027743
Kedzie Ave & George St,8,3,2,1.1989448948997716
Broadway & Wilson - Truman College Vaccination Site,18,0,1,1.2754199803217499
Kingsbury St & Kinzie St,21,1,2,1.8098970414495985
Dearborn St & Monroe St,12,5,1,1.517758310821033
Lincoln Ave & Sunnyside Ave,7,1,1,1.1718800168611687
Rush St & Cedar St,5,3,1,1.0279817619632263
Ashland Ave & Grand Ave,2,6,1,1.0990465687983515
University Ave & 57th St,2,5,1,1.4218554700884285
Wabash Ave & 9th St,19,1,2,1.217859934749535
Clinton St & Lake St,7,3,2,1.8922869373992472
Indiana Ave & Roosevelt Rd,14,3,2,2.045508706377902
Damen Ave & Division St,15,4,1,1.3236908633882039
Ritchie Ct & Banks St,5,5,1,1.016517834370102
Shields Ave & 31st St,9,6,1,1.1240675779996188
Campbell Ave & North Ave,19,6,1,1.1655738482781788
Paulina St & Flournoy St,18,1,1,1.778759843889491
Wilton Ave & Diversey Pkwy,16,0,2,2.0147670581170125
Leavitt St & Chicago Ave,3,5,1,1.1817235137557156
Fairfield Ave & Roosevelt Rd,23,0,1,1.1024334660826494
Clark St & Grace St,9,5,1,1.1947995060358025
Wabash Ave & Roosevelt Rd,15,0,1,1.212949166128852
State St & 33rd St,13,1,1,1.7228279570904388
California Ave & Milwaukee Ave,22,2,1,1.1409880365331977
Ellis Ave & 53rd St,9,2,1,1.3160519673404267
Michigan Ave & Washington St,16,5,1,1.7770400415955163
Milwaukee Ave & Grand Ave,5,0,1,1.0605404462806436
Clark St & 9th St (AMLI),16,1,1,1.3763387888186904
State St & Randolph St,15,4,2,1.4238250514379924
Clinton St & Washington Blvd,16,1,3,4.6174533185253015
Franklin St & Jackson Blvd,11,1,2,1.213728825507287
Western Ave & Walton St,16,6,1,1.2873595964355697
Michigan Ave & Washington St,21,0,1,1.2475508940615707
Milwaukee Ave & Wabansia Ave,5,2,1,1.057705109493646
Clinton St & Madison St,10,3,1,1.9352901820401822
New St & Illinois St,6,1,1,1.1386433395911926
Clark St & Chicago Ave,11,2,2,1.176446663058139
Clark St & Wellington Ave,0,2,1,1.0455930312367783
Southport Ave & Belmont Ave,8,2,3,1.134330709467261
Southport Ave & Clybourn Ave,11,3,1,1.2255150616876938
Halsted St & Dickens Ave,19,3,1,1.4765622995896495
Ashland Ave & Division St,6,1,1,1.1321641391979387
Broadway & Belmont Ave,17,2,2,1.471819096678818
Sedgwick St & Schiller St,18,2,2,1.3469206654971342
Clinton St & Jackson Blvd,11,0,1,1.5946909514895444
Winchester (Ravenswood) Ave & Balmoral Ave,1,5,1,1.455554197441611
Winchester (Ravenswood) Ave & Balmoral Ave,13,6,1,1.1409057030712004
Broadway & Waveland Ave,1,3,1,1.0321425518925518
Woodlawn Ave & Lake Park Ave,17,4,1,1.113923660845973
Western Ave & Winnebago Ave,6,1,1,1.1157977609137744
Damen Ave & Chicago Ave,18,2,3,1.2624949593498416
Orleans St & Hubbard St,17,4,1,2.0667304906042916
Shields Ave & 31st St,14,4,1,1.1093350660936947
Clark St & Wellington Ave,18,3,1,1.629580494832127
Clinton St & Lake St,16,4,2,2.424999041378299
Leavitt St & North Ave,19,0,1,1.1805392635627725
Wood St & Milwaukee Ave,23,6,1,1.0655045377895567
Lake Park Ave & 56th St,12,2,1,1.360790259641781
Sheridan Rd & Lawrence Ave,15,4,1,1.3221208975178964
Sheridan Rd & Lawrence Ave,13,0,1,1.1319692551612115
Wells St & Hubbard St,18,1,5,2.738855787100756
Michigan Ave & 14th St,15,4,1,1.3236908633882039
Morgan St & Lake St,7,3,3,1.251259482778619
Sedgwick St & Huron St,17,5,1,1.324268374615354
Ellis Ave & 55th St,19,2,1,2.5183285872756924
Sheridan Rd & Montrose Ave,6,2,1,1.1592728706426036
Pine Grove Ave & Waveland Ave,17,0,1,1.3224212324540414
Daley Center Plaza,10,5,2,1.2428665848833331
Loomis St & Lexington St,17,3,4,3.2480450193597257
Jefferson St & Monroe St,18,0,1,1.2285967190228457
Damen Ave & Division St,10,1,1,1.0897743564146618
Sheffield Ave & Wrightwood Ave,18,3,1,1.4963161638188565
Broadway & Waveland Ave,13,3,3,2.197237157450393
Ashland Ave & Division St,19,4,1,1.6475952678365433
DuSable Lake Shore Dr & Belmont Ave,12,4,2,1.205400507641394
DuSable Lake Shore Dr & Diversey Pkwy,17,1,1,1.4380637261180764
Larrabee St & Oak St,12,6,1,1.1328542427262682
Broadway & Barry Ave,11,3,3,1.3110542910248792
California Ave & North Ave,9,6,1,1.1237645476965883
Michigan Ave & 8th St,16,1,1,1.3099048156103974
Noble St & Milwaukee Ave,11,4,1,1.1963297197652176
Clark St & Drummond Pl,12,2,1,1.700139599825558
Greenwood Ave & 47th St,12,3,1,1.155565856500708
Clark St & Lincoln Ave,16,1,1,1.3646359480619703
Kingsbury St & Kinzie St,5,4,1,1.4019479117373859
Clark St & Bryn Mawr Ave,18,3,1,1.1647228440486044
Lincoln Ave & Diversey Pkwy,16,6,1,1.3374380719368368
Wabash Ave & 9th St,11,4,2,1.394621841831679
Wentworth Ave & 33rd St,10,5,1,1.1211399063623384
Franklin St & Illinois St,9,2,1,1.1776178137296076
Green St & Randolph St,3,6,1,1.1175752611607266
Rush St & Hubbard St,6,5,1,1.0586878484077191
Clark St & North Ave,15,4,2,1.3236908633882039
Burling St & Diversey Pkwy,2,6,1,1.0990465687983515
Kingsbury St & Kinzie St,8,3,3,3.7119002607729374
Daley Center Plaza,10,5,1,1.2428665848833331
Clark St & Lincoln Ave,11,1,2,1.3071593448366874
Ellis Ave & 55th St,19,2,1,2.5183285872756924
Calumet Ave & 51st St,17,1,2,1.202724760980868
Kingsbury St & Erie St,18,5,1,1.3186000547854713
Lincoln Ave & Diversey Pkwy,6,3,1,1.4875828915811682
Damen Ave & Wellington Ave,16,5,1,1.3665205387852737
Wells St & Hubbard St,17,2,7,3.8351330029189916
Clark St & Ida B Wells Dr,20,1,1,1.2065695055905044
Orleans St & Hubbard St,12,4,1,1.4448397830277397
Damen Ave & Thomas St (Augusta Blvd),18,3,1,1.2469125799119871
LaSalle St & Illinois St,8,1,1,1.2182775851313672
Clark St & Armitage Ave,12,2,1,1.2255029851758532
Halsted St & Roscoe St,19,0,1,1.4161315307702973
Clinton St & Lake St,12,5,1,1.449826520920766
Smith Park,20,3,1,1.1662101100161524
Sedgwick St & Huron St,14,2,1,1.4602283757512422
Canal St & Monroe St,11,6,1,1.056803173522866
Morgan St & Lake St,12,3,1,1.2698190567372636
Clifton Ave & Armitage Ave,8,0,1,1.4547066226622507
Blackstone Ave & Hyde Park Blvd,13,0,1,1.1350331735099397
Sedgwick St & Huron St,14,6,4,1.3567710928964223
Wabash Ave & Grand Ave,7,4,1,1.4066830033495004
Fairbanks Ct & Grand Ave,16,4,1,2.106633001718123
Clinton St & Madison St,5,0,1,1.1307238787782266
Lake Park Ave & 56th St,15,5,1,1.421079347982311
Western Ave & Walton St,16,5,1,1.3983185411217949
Ashland Ave & Belle Plaine Ave,11,1,1,1.1026065278040353
Blackstone Ave & Hyde Park Blvd,20,2,1,1.217733256199602
Wabash Ave & Wacker Pl,13,4,2,1.137015889924848
Wilton Ave & Belmont Ave,13,2,1,1.73093349279632
McClurg Ct & Erie St,18,4,2,1.8747759180023658
Broadway & Granville Ave,17,0,1,1.219557480953834
Ravenswood Ave & Irving Park Rd,16,2,1,1.098122490904243
Hermitage Ave & Polk St,20,6,1,1.1094034607605496
Wells St & Hubbard St,12,3,1,1.3756176193795795
Ellis Ave & 83rd St,9,0,1,1.1056251763354359
Broadway & Waveland Ave,13,2,1,2.181464421199715
Franklin St & Lake St,13,5,2,1.7783044456039019
Paulina St & 18th St,10,4,1,1.1652172087492743
Broadway & Ridge Ave,14,1,1,1.120673151188698
Glenwood Ave & Touhy Ave,13,0,2,1.1327124984044545
Ashland Ave & Augusta Blvd,16,6,1,1.2525335362061483
Canal St & Jackson Blvd,7,5,1,1.8013598538973263
Ashland Ave & Lake St,14,3,1,1.1217928250794458
Federal St & Polk St,16,0,1,1.4198958771955312
Sheridan Rd & Lawrence Ave,15,3,3,1.3330337444408098
Larrabee St & Webster Ave,3,5,1,1.1817235137557156
Clark St & Jarvis Ave,17,0,1,1.2164119640503555
Clark St & Elm St,18,6,1,1.8609857266762393
Clark St & Leland Ave,15,3,1,1.3353064717135374
Sheridan Rd & Buena Ave,11,2,2,1.1422911988458977
Desplaines St & Kinzie St,15,3,1,1.3113694157820581
Clark St & Winnemac Ave,18,1,1,1.4685030058613213
Kedzie Ave & Palmer Ct,13,2,1,1.1778106687504124
Richmond St & Diversey Ave,10,3,1,1.1397170931982978
Milwaukee Ave & Rockwell St,17,6,1,1.2281812242548829
Racine Ave & Washington Blvd,8,3,1,1.203231009579942
Canal St & Jackson Blvd,9,3,1,1.5263180313414417
Glenwood Ave & Morse Ave,10,4,1,1.090303715567475
Racine Ave & Belmont Ave,9,1,1,1.1501825698398742
Sheffield Ave & Willow St,19,5,1,1.3614484203718364
Michigan Ave & Madison St,14,3,1,1.4594350023151106
Lincoln Ave & Belmont Ave,17,6,1,1.2365765310938581
Wilton Ave & Belmont Ave,21,0,1,1.8266197784859801
Ritchie Ct & Banks St,9,5,3,1.2566817037205629
Clark St & Berwyn Ave,14,6,1,1.1982971432300777
Kedzie Ave & Palmer Ct,16,3,1,1.2095099892558983
Stockton Dr & Wrightwood Ave,9,4,1,1.1783618853847273
Rush St & Superior St,9,1,1,1.2987845723072617
Carpenter St & Huron St,10,5,2,1.2779206731880286
Lake Park Ave & 56th St,9,3,2,1.1918264094136737
Kimball Ave & Belmont Ave,18,4,1,1.1745340742137707
Clark St & Elm St,20,0,1,2.358586165983998
Michigan Ave & Lake St,11,1,2,1.1883453729857905
Lincoln Ave & Sunnyside Ave,13,3,1,1.297419423981456
Broadway & Cornelia Ave,17,2,2,1.2367824676277503
State St & 35th St,0,6,2,1.1700814970049658
Wabash Ave & Adams St,19,3,2,1.2500020485328813
Greenview Ave & Fullerton Ave,19,3,1,1.3223037242658626
Franklin St & Illinois St,18,0,2,2.6923916292526884
Clark St & Berwyn Ave,0,0,1,1.0470047105109164
Rush St & Cedar St,8,5,1,1.4857420147108282
Kingsbury St & Erie St,17,3,3,1.957427576852112
Broadway & Cornelia Ave,15,3,1,1.3407430690943907
Larrabee St & Kingsbury St,8,3,3,1.6854895237631304
Clark St & Elm St,7,2,5,3.9955899072118113
Cityfront Plaza Dr & Pioneer Ct,9,2,2,1.2042074370421
Rush St & Hubbard St,21,6,1,1.08447792672849
Indiana Ave & Roosevelt Rd,5,4,1,1.2756885740734427
Franklin St & Chicago Ave,11,2,1,1.2274976478402184
Elston Ave & Cortland St,17,0,1,1.4109178475383417
Michigan Ave & 14th St,9,4,2,1.3547303039607224
Racine Ave & Fullerton Ave,8,3,3,1.2672171354717945
Columbus Dr & Randolph St,16,4,5,2.262154064073182
Wabash Ave & 9th St,8,0,1,1.7212200100212822
Sheridan Rd & Irving Park Rd,15,5,2,1.4190585789107883
Milwaukee Ave & Grand Ave,8,3,1,1.7556815529565617
Racine Ave & Fullerton Ave,10,1,1,1.1726332143037788
McClurg Ct & Ohio St,6,4,1,1.2280048065131346
Clark St & Chicago Ave,15,5,1,1.4175998158185683
Wabash Ave & Cermak Rd,19,6,1,1.168613682374783
Sheridan Rd & Buena Ave,20,3,1,1.1662101100161524
Desplaines St & Kinzie St,12,5,1,1.9701283172881474
Clarendon Ave & Leland Ave,14,0,1,1.1110544117903887
Green St & Randolph St,19,4,1,1.2458249380453024
Wabash Ave & Roosevelt Rd,20,0,1,1.4563747377548424
Wabash Ave & Grand Ave,12,6,1,1.6573407598174281
Canal St & Taylor St,8,2,2,1.4215407952637247
Wells St & Concord Ln,17,0,3,2.1540367870706536
Ashland Ave & Chicago Ave,13,1,1,1.15641689572729
Wolcott Ave & Polk St,14,6,1,1.1422859647042403
Lake Park Ave & 35th St,7,5,1,1.101113467393728
Damen Ave & Cortland St,13,5,1,1.1552080373923177
Indiana Ave & Roosevelt Rd,9,5,1,1.320912282162282
California Ave & Francis Pl (Temp),19,5,1,1.2314323412467694
Damen Ave & Pierce Ave,21,5,1,1.5843730494833046
Orleans St & Hubbard St,20,4,1,1.135414809255849
Clark St & Elm St,10,4,3,1.6456861036952901
Southport Ave & Irving Park Rd,14,4,1,1.320467976214523
Wilton Ave & Belmont Ave,10,6,2,1.2479910505865857
Ravenswood Ave & Lawrence Ave,15,6,1,1.2277389559162033
Wabash Ave & Grand Ave,16,4,6,3.2642216677801033
Morgan St & Lake St,21,2,1,1.1281006383633727
Halsted St & Polk St,18,1,1,2.1529874843371792
St. Clair St & Erie St,6,0,1,1.09554435731633
Sedgwick St & North Ave,17,0,2,1.2622043054330951
Kedzie Ave & Milwaukee Ave,11,6,1,1.1846064848179163
Kingsbury St & Erie St,0,2,1,1.3306552599297736
Wilton Ave & Belmont Ave,0,5,2,1.4626104592660862
Buckingham Fountain,13,5,1,1.9899980723184763
Sedgwick St & Webster Ave,15,2,1,1.245299125164998
Clark St & Wrightwood Ave,10,5,2,1.8899134520963028
Clark St & Lincoln Ave,5,1,1,1.041498830114872
Wabash Ave & Grand Ave,7,3,1,1.3451608156977302
Mies van der Rohe Way & Chicago Ave,19,4,1,1.432746456241301
Avers Ave & Belmont Ave,18,2,1,1.1034122470630776
Dearborn St & Monroe St,8,2,1,1.1544966126788254
Wilton Ave & Belmont Ave,17,6,1,1.4606752383660129
LaSalle St & Illinois St,9,5,2,1.3674206929798598
Sheffield Ave & Kingsbury St,12,4,1,1.277585288651214
